domisili,jenis_kelamin,marriage_stat,dependant,education,absent_90D,avg_time_work,departemen,position,income,total_komp,job_satisfaction,performance_rating,age_years,active_work,income_3_months,income_6_months,total_income_work,income_dependant_ratio,work_efficiency,active_work_category,work_stability_score,position_score,job_income_position_score,education_score,education_income_ratio,weighted_satisfaction_performance
Kota Jakarta Utara,Laki-laki,Married,1,SLTA,0.0,9.09,Marketing,Manager,10280424.010912612,0.0,Very High,Excellent,45,781,30841272.03273784,61682544.06547567,267291024.2837279,5140212.005456306,1.13625,Mid-term,26.0,4,2570106.002728153,1,10280424.010912612,3.6
Kota Depok,Laki-laki,Married,2,D3,2.0,9.73,Creative & Design,Manager,7312294.183641878,0.0,High,Excellent,42,809,21936882.550925635,43873765.10185127,190119648.77468884,2437431.3945472925,1.21625,Mid-term,8.666666666666666,4,1828073.5459104693,4,1828073.5459104693,3.0
Tangerang,Laki-laki,Single,0,SLTA,0.0,9.47,Creative & Design,Staff,1238377.0,0.0,Low,Good,25,399,3715131.0,7430262.0,16098901.0,1238377.0,1.18375,Mid-term,0.0,1,1238377.0,1,1238377.0,1.4
Kota Depok,Laki-laki,Married,2,D1,6.0,9.34,Creative & Design,Staff,4536972.0,0.0,High,Low,33,429,13610916.0,27221832.0,63517608.0,1512324.0,1.1675,Mid-term,2.0,1,4536972.0,2,2268486.0,2.2
Kota Jakarta Selatan,Perempuan,Married,1,D3,3.0,9.3,Engineering & IT,Manager,9818104.140276045,0.0,High,Outstanding,44,434,29454312.420828134,58908624.84165627,137453457.96386462,4909052.070138022,1.1625,Mid-term,3.5,4,2454526.035069011,4,2454526.035069011,3.4
Kabupaten Bekasi,Laki-laki,Married,2,D2,5.0,9.16,Service & Support,Senior,6617325.998007135,0.0,High,Outstanding,50,519,19851977.994021405,39703955.98804281,112494541.96612129,2205775.332669045,1.145,Mid-term,2.833333333333333,3,2205775.332669045,3,2205775.332669045,3.4
Tangerang,Laki-laki,Married,1,SLTA,5.0,9.72,Creative & Design,Staff,1098934.0,0.0,Low,Excellent,34,790,3296802.0,6593604.0,28572284.0,549467.0,1.215,Mid-term,4.333333333333333,1,1098934.0,1,1098934.0,1.8000000000000005
Kota Bekasi,Laki-laki,Single,0,D3,5.0,9.24,Engineering & IT,Staff,4948673.0,0.0,High,Low,25,838,14846019.0,29692038.0,133614171.0,4948673.0,1.155,Mid-term,4.5,1,4948673.0,4,1237168.25,2.2
Tangerang,Perempuan,Married,2,D2,0.0,9.51,Corporate Strategy & Communications,Staff,4832486.0,0.0,High,Good,28,713,14497458.0,28994916.0,111147178.0,1610828.6666666667,1.18875,Mid-term,23.0,1,4832486.0,3,1610828.6666666667,2.6
Kabupaten Bekasi,Laki-laki,Married,2,D3,0.0,9.9,Engineering & IT,Staff,3923830.0,0.0,High,Low,40,849,11771490.0,23542980.0,109867240.0,1307943.3333333333,1.2375,Mid-term,28.0,1,3923830.0,4,980957.5,2.2
Kota Jakarta Timur,Perempuan,Married,2,SLTA,1.0,9.5,Service & Support,Staff,2697442.0,0.0,Low,Excellent,39,883,8092326.0,16184652.0,78225818.0,899147.3333333334,1.1875,Mid-term,14.5,1,2697442.0,1,2697442.0,1.8000000000000005
Kabupaten Bekasi,Perempuan,Married,3,SLTA,13.0,9.6,Service & Support,Staff,1679101.0,0.0,Low,Excellent,34,421,5037303.0,10074606.0,23507414.0,419775.25,1.2,Mid-term,1.0,1,1679101.0,1,1679101.0,1.8000000000000005
Kota Depok,Laki-laki,Married,4,D3,0.0,9.07,Creative & Design,Manager,9959113.409199797,0.0,High,Outstanding,44,373,29877340.22759939,59754680.45519878,119509360.91039756,1991822.6818399592,1.13375,Mid-term,12.0,4,2489778.352299949,4,2489778.352299949,3.4
Kabupaten Bogor,Perempuan,Married,1,D2,7.0,9.8,Corporate Strategy & Communications,Staff,3203017.0,0.0,Medium,Excellent,31,794,9609051.0,19218102.0,83278442.0,1601508.5,1.225,Mid-term,3.25,1,3203017.0,3,1067672.3333333333,2.4000000000000004
Kabupaten Bogor,Perempuan,Married,2,SLTA,6.0,9.73,Corporate Strategy & Communications,Staff,2636265.0,0.0,Medium,Low,35,434,7908795.0,15817590.0,36907710.0,878755.0,1.21625,Mid-term,2.0,1,2636265.0,1,2636265.0,1.6
Tangerang,Perempuan,Married,1,SLTA,13.0,9.35,Creative & Design,Staff,2307431.0,0.0,Low,Good,34,415,6922293.0,13844586.0,29996603.0,1153715.5,1.16875,Mid-term,0.9285714285714286,1,2307431.0,1,2307431.0,1.4
Tangerang,Perempuan,Married,0,SLTA,9.0,9.13,Engineering & IT,Staff,2113069.0,0.0,High,Excellent,36,416,6339207.0,12678414.0,27469897.0,2113069.0,1.14125,Mid-term,1.3,1,2113069.0,1,2113069.0,3.0
Kota Depok,Perempuan,Married,2,SLTA,8.0,9.69,Creative & Design,Staff,1739280.0,0.0,Medium,Excellent,36,454,5217840.0,10435680.0,26089200.0,579760.0,1.21125,Mid-term,1.6666666666666667,1,1739280.0,1,1739280.0,2.4000000000000004
Kabupaten Bogor,Laki-laki,Married,2,SLTA,0.0,9.6,Creative & Design,Manager,12918184.482908074,0.0,High,Outstanding,49,787,38754553.44872423,77509106.89744845,335872796.55560994,4306061.494302691,1.2,Mid-term,26.0,4,3229546.1207270185,1,12918184.482908074,3.4
Tangerang,Perempuan,Married,1,SLTA,1.0,9.33,Service & Support,Staff,2766515.0,0.0,Medium,Good,34,456,8299545.0,16599090.0,41497725.0,1383257.5,1.16625,Mid-term,7.5,1,2766515.0,1,2766515.0,2.0
Kabupaten Bekasi,Perempuan,Married,2,SLTA,10.0,9.49,Creative & Design,Manager,11184488.227478372,0.0,Very High,Excellent,52,773,33553464.68243512,67106929.36487024,279612205.6869593,3728162.742492791,1.18625,Mid-term,2.272727272727273,4,2796122.056869593,1,11184488.227478372,3.6
Tangerang,Laki-laki,Married,2,D3,5.0,9.56,Marketing,Manager,8349388.900781466,0.0,Very High,Outstanding,43,824,25048166.702344395,50096333.40468879,225433500.3210996,2783129.633593822,1.195,Mid-term,4.5,4,2087347.2251953664,4,2087347.2251953664,4.0
Tangerang,Laki-laki,Married,2,SLTA,12.0,9.19,Engineering & IT,Staff,1102688.0,0.0,Low,Good,40,804,3308064.0,6616128.0,28669888.0,367562.6666666667,1.14875,Mid-term,2.0,1,1102688.0,1,1102688.0,1.4
Kabupaten Bogor,Laki-laki,Married,0,SLTA,0.0,9.07,Marketing,Staff,1129759.0,0.0,Low,Low,24,893,3389277.0,6778554.0,32763011.0,1129759.0,1.13375,Mid-term,29.0,1,1129759.0,1,1129759.0,1.0
Kota Jakarta Selatan,Laki-laki,Married,0,D2,3.0,9.8,HR,Staff,4754613.0,0.0,Low,Excellent,40,465,14263839.0,28527678.0,71319195.0,4754613.0,1.225,Mid-term,3.75,1,4754613.0,3,1584871.0,1.8000000000000005
Kabupaten Bogor,Perempuan,Married,0,SLTA,4.0,9.66,Corporate Strategy & Communications,Staff,1730556.0,0.0,Medium,Low,26,785,5191668.0,10383336.0,44994456.0,1730556.0,1.2075,Mid-term,5.2,1,1730556.0,1,1730556.0,1.6
Kota Bekasi,Laki-laki,Married,3,D3,1.0,9.09,Creative & Design,Senior,8666068.05700876,0.0,High,Outstanding,51,468,25998204.17102628,51996408.34205256,129991020.8551314,2166517.01425219,1.13625,Mid-term,7.5,3,2888689.352336253,4,2166517.01425219,3.4
Kabupaten Bekasi,Laki-laki,Single,0,SLTA,7.0,9.36,Engineering & IT,Staff,2652198.0,0.0,High,Good,25,933,7956594.0,15913188.0,82218138.0,2652198.0,1.17,Mid-term,3.875,1,2652198.0,1,2652198.0,2.6
Tangerang,Laki-laki,Married,1,D3,3.0,9.65,Finance & Accounting,Staff,4200412.0,0.0,Low,Low,34,439,12601236.0,25202472.0,58805768.0,2100206.0,1.20625,Mid-term,3.5,1,4200412.0,4,1050103.0,1.0
Kabupaten Bekasi,Laki-laki,Married,3,SLTA,7.0,9.82,Creative & Design,Manager,14452534.26519444,0.0,High,Excellent,46,464,43357602.79558332,86715205.59116665,216788013.9779166,3613133.56629861,1.2275,Mid-term,1.875,4,3613133.56629861,1,14452534.26519444,3.0
Kota Depok,Perempuan,Married,1,SLTA,12.0,9.37,Service & Support,Staff,1280844.0,0.0,Low,Excellent,33,417,3842532.0,7685064.0,16650972.0,640422.0,1.17125,Mid-term,1.0,1,1280844.0,1,1280844.0,1.8000000000000005
Tangerang,Perempuan,Married,2,SLTA,8.0,9.62,Engineering & IT,Senior,11030643.21166556,0.0,Very High,Outstanding,43,413,33091929.63499668,66183859.26999336,143398361.75165227,3676881.0705551854,1.2025,Mid-term,1.4444444444444444,3,3676881.0705551854,1,11030643.21166556,4.0
Kabupaten Bekasi,Laki-laki,Married,2,SLTA,12.0,9.83,Operations,Staff,1805730.0,0.0,Low,Low,33,398,5417190.0,10834380.0,23474490.0,601910.0,1.22875,Mid-term,1.0,1,1805730.0,1,1805730.0,1.0
Kabupaten Bogor,Laki-laki,Married,1,SLTA,0.0,9.38,Corporate Strategy & Communications,Manager,13098178.676744618,0.0,Very High,Excellent,55,788,39294536.03023385,78589072.0604677,340552645.59536004,6549089.338372309,1.1725,Mid-term,26.0,4,3274544.6691861544,1,13098178.676744618,3.6
Kabupaten Bekasi,Laki-laki,Married,2,SLTA,10.0,9.35,Corporate Strategy & Communications,Senior,8247667.3361502625,0.0,High,Outstanding,50,449,24743002.008450788,49486004.016901575,115467342.70610368,2749222.4453834207,1.16875,Mid-term,1.2727272727272727,3,2749222.4453834207,1,8247667.3361502625,3.4
Kabupaten Bekasi,Perempuan,Married,2,SLTA,11.0,9.61,Creative & Design,Staff,1705819.0,0.0,Low,Low,38,430,5117457.0,10234914.0,23881466.0,568606.3333333334,1.20125,Mid-term,1.1666666666666667,1,1705819.0,1,1705819.0,1.0
Kota Jakarta Utara,Laki-laki,Married,1,D2,2.0,9.56,Marketing,Staff,3426437.0,0.0,Low,Low,33,849,10279311.0,20558622.0,95940236.0,1713218.5,1.195,Mid-term,9.333333333333334,1,3426437.0,3,1142145.6666666667,1.0
Kabupaten Bogor,Perempuan,Married,0,SLTA,13.0,9.2,Marketing,Staff,1617920.0,0.0,Low,Good,29,798,4853760.0,9707520.0,42065920.0,1617920.0,1.15,Mid-term,1.8571428571428568,1,1617920.0,1,1617920.0,1.4
Kabupaten Bogor,Laki-laki,Single,0,D3,3.0,9.02,Finance & Accounting,Staff,3893627.0,0.0,Low,Good,39,501,11680881.0,23361762.0,62298032.0,3893627.0,1.1275,Mid-term,4.0,1,3893627.0,4,973406.75,1.4
Kabupaten Bogor,Perempuan,Married,3,SLTA,8.0,9.73,Creative & Design,Senior,9110720.96829996,0.0,High,Outstanding,51,774,27332162.90489988,54664325.80979976,227768024.20749903,2277680.24207499,1.21625,Mid-term,2.7777777777777777,3,3036906.98943332,1,9110720.96829996,3.4
Kota Jakarta Pusat,Perempuan,Married,5,SLTA,8.0,9.27,Engineering & IT,Manager,12835795.966674956,0.0,High,Excellent,48,401,38507387.90002487,77014775.80004974,166865347.56677443,2139299.3277791594,1.15875,Mid-term,1.4444444444444444,4,3208948.991668739,1,12835795.966674956,3.0
Kota Jakarta Timur,Laki-laki,Married,0,D2,4.0,9.09,Creative & Design,Staff,4864028.0,0.0,High,Good,31,493,14592084.0,29184168.0,77824448.0,4864028.0,1.13625,Mid-term,3.2,1,4864028.0,3,1621342.6666666667,2.6
Kota Depok,Perempuan,Married,2,D2,6.0,9.89,Service & Support,Staff,3113655.0,0.0,High,Good,38,790,9340965.0,18681930.0,80955030.0,1037885.0,1.23625,Mid-term,3.7142857142857135,1,3113655.0,3,1037885.0,2.6
Tangerang,Laki-laki,Married,2,SLTA,4.0,9.18,Service & Support,Senior,14832491.11294999,0.0,Very High,Outstanding,43,392,44497473.33884997,88994946.67769994,192822384.46834987,4944163.704316664,1.1475,Mid-term,2.6,3,4944163.704316664,1,14832491.11294999,4.0
Kota Jakarta Pusat,Perempuan,Married,2,SLTA,13.0,9.2,Operations,Manager,14640439.161503028,0.0,High,Outstanding,54,810,43921317.48450908,87842634.96901816,395291857.36058176,4880146.387167676,1.15,Mid-term,1.9285714285714288,4,3660109.790375757,1,14640439.161503028,3.4
Tangerang,Laki-laki,Single,0,D3,3.0,9.5,Corporate Strategy & Communications,Staff,3046169.0,0.0,High,Excellent,29,402,9138507.0,18277014.0,39600197.0,3046169.0,1.1875,Mid-term,3.25,1,3046169.0,4,761542.25,3.0
Kabupaten Bogor,Laki-laki,Married,4,D2,2.0,9.14,HR,Staff,4538636.0,0.0,High,Good,38,1026,13615908.0,27231816.0,154313624.0,907727.2,1.1425,Mid-term,11.333333333333334,1,4538636.0,3,1512878.6666666667,2.6
Tangerang,Laki-laki,Married,2,SLTA,6.0,9.5,Finance & Accounting,Senior,6192192.674348776,0.0,High,Excellent,44,756,18576578.02304633,37153156.04609266,154804816.8587194,2064064.224782925,1.1875,Mid-term,3.571428571428572,3,2064064.224782925,1,6192192.674348776,3.0
Kota Depok,Perempuan,Married,2,SLTA,8.0,9.84,Engineering & IT,Senior,11076531.671179306,0.0,High,Outstanding,53,391,33229595.01353792,66459190.02707584,143994911.72533098,3692177.223726435,1.23,Mid-term,1.4444444444444444,3,3692177.223726435,1,11076531.671179306,3.4
Tangerang,Perempuan,Married,2,D1,5.0,9.06,HR,Staff,3173446.0,0.0,Medium,Good,40,420,9520338.0,19040676.0,44428244.0,1057815.3333333333,1.1325,Mid-term,2.333333333333333,1,3173446.0,2,1586723.0,2.0
Kabupaten Bogor,Perempuan,Married,1,D2,4.0,9.58,Operations,Senior,9557393.807092328,0.0,Very High,Excellent,53,913,28672181.421276983,57344362.842553966,286721814.2127698,4778696.903546164,1.1975,Mid-term,6.0,3,3185797.9356974424,3,3185797.9356974424,3.6
Kabupaten Bekasi,Perempuan,Married,3,D1,2.0,9.2,Operations,Manager,10646046.839777874,0.0,High,Excellent,49,439,31938140.519333623,63876281.03866725,149044655.75689024,2661511.7099444685,1.15,Mid-term,4.666666666666667,4,2661511.7099444685,2,5323023.419888937,3.0
Kota Depok,Perempuan,Married,0,SLTA,3.0,9.37,Operations,Staff,2257046.0,0.0,High,Low,36,835,6771138.0,13542276.0,60940242.0,2257046.0,1.17125,Mid-term,6.75,1,2257046.0,1,2257046.0,2.2
Kabupaten Bekasi,Laki-laki,Married,2,SLTA,4.0,9.28,Service & Support,Staff,2488450.0,0.0,Low,Good,34,444,7465350.0,14930700.0,34838300.0,829483.3333333334,1.16,Mid-term,2.8,1,2488450.0,1,2488450.0,1.4
Kota Jakarta Pusat,Perempuan,Divorce,1,SLTA,4.0,9.14,Finance & Accounting,Senior,13735213.601194233,0.0,Very High,Outstanding,41,750,41205640.8035827,82411281.6071654,343380340.02985585,6867606.800597116,1.1425,Mid-term,5.0,3,4578404.533731411,1,13735213.601194233,4.0
Tangerang,Perempuan,Married,1,D3,6.0,9.78,Service & Support,Staff,3175288.0,0.0,Medium,Low,32,833,9525864.0,19051728.0,85732776.0,1587644.0,1.2225,Mid-term,3.857142857142857,1,3175288.0,4,793822.0,1.6
Kota Depok,Perempuan,Married,3,D2,5.0,9.01,Engineering & IT,Staff,4667278.0,0.0,Medium,Good,36,853,14001834.0,28003668.0,130683784.0,1166819.5,1.12625,Mid-term,4.666666666666667,1,4667278.0,3,1555759.3333333333,2.0
Kabupaten Bekasi,Laki-laki,Married,3,D3,7.0,9.78,Service & Support,Manager,7365830.831031344,0.0,Very High,Outstanding,46,514,22097492.49309403,44194984.98618806,125219124.12753284,1841457.707757836,1.2225,Mid-term,2.125,4,1841457.707757836,4,1841457.707757836,4.0
Kota Jakarta Timur,Perempuan,Married,2,SLTA,0.0,9.68,Engineering & IT,Staff,2527631.0,0.0,Low,Good,37,416,7582893.0,15165786.0,32859203.0,842543.6666666666,1.21,Mid-term,13.0,1,2527631.0,1,2527631.0,1.4
Kota Jakarta Barat,Laki-laki,Married,1,D1,6.0,9.77,Corporate Strategy & Communications,Staff,3681968.0,0.0,High,Low,29,492,11045904.0,22091808.0,58911488.0,1840984.0,1.22125,Mid-term,2.2857142857142856,1,3681968.0,2,1840984.0,2.2
Kota Jakarta Pusat,Laki-laki,Married,1,SLTA,4.0,9.32,Creative & Design,Senior,13362283.70011746,0.0,High,Excellent,44,383,40086851.10035238,80173702.20070475,160347404.4014095,6681141.85005873,1.165,Mid-term,2.4,3,4454094.56670582,1,13362283.70011746,3.0
Tangerang,Laki-laki,Single,0,D1,4.0,9.42,Operations,Staff,4541707.0,0.0,Low,Good,28,952,13625121.0,27250242.0,140792917.0,4541707.0,1.1775,Mid-term,6.2,1,4541707.0,2,2270853.5,1.4
Kota Jakarta Barat,Laki-laki,Married,3,SLTA,4.0,9.59,Engineering & IT,Senior,8974513.23836794,0.0,High,Outstanding,51,407,26923539.71510382,53847079.43020764,116668672.0987832,2243628.309591985,1.19875,Mid-term,2.6,3,2991504.412789313,1,8974513.23836794,3.4
Kabupaten Bekasi,Perempuan,Married,1,D2,3.0,9.68,Marketing,Senior,7264540.176765328,0.0,High,Excellent,44,514,21793620.530295983,43587241.060591966,123497183.00501058,3632270.088382664,1.21,Mid-term,4.25,3,2421513.3922551093,3,2421513.3922551093,3.0
Kota Jakarta Pusat,Perempuan,Single,0,SLTA,9.0,9.23,Service & Support,Staff,2289616.0,0.0,Low,Low,30,774,6868848.0,13737696.0,57240400.0,2289616.0,1.15375,Mid-term,2.5,1,2289616.0,1,2289616.0,1.0
Kota Jakarta Barat,Perempuan,Married,0,D2,5.0,9.84,Marketing,Staff,3920426.0,0.0,Low,Low,25,851,11761278.0,23522556.0,109771928.0,3920426.0,1.23,Mid-term,4.666666666666667,1,3920426.0,3,1306808.6666666667,1.0
Kepulauan Seribu,Perempuan,Married,2,SLTA,0.0,9.8,Corporate Strategy & Communications,Senior,10161330.322353734,0.0,High,Excellent,45,431,30483990.9670612,60967981.9341224,142258624.51295227,3387110.1074512447,1.225,Mid-term,14.0,3,3387110.1074512447,1,10161330.322353734,3.0
Tangerang,Laki-laki,Divorce,1,SLTA,0.0,9.89,HR,Manager,14055022.515648242,0.0,Very High,Outstanding,53,396,42165067.54694472,84330135.09388945,182715292.7034272,7027511.257824121,1.23625,Mid-term,13.0,4,3513755.6289120605,1,14055022.515648242,4.0
Tangerang,Perempuan,Married,2,D3,0.0,9.2,Operations,Staff,4788249.0,0.0,Medium,Excellent,33,542,14364747.0,28729494.0,86188482.0,1596083.0,1.15,Mid-term,0.0,1,4788249.0,4,1197062.25,2.4000000000000004
Kota Jakarta Selatan,Laki-laki,Divorce,0,SLTA,4.0,9.85,Operations,Senior,11660903.68998034,0.0,High,Outstanding,55,388,34982711.069941014,69965422.13988203,139930844.27976406,11660903.68998034,1.23125,Mid-term,2.4,3,3886967.896660113,1,11660903.68998034,3.4
Kota Depok,Laki-laki,Single,0,D3,2.0,9.16,HR,Staff,4325475.0,0.0,Low,Excellent,32,958,12976425.0,25952850.0,134089725.0,4325475.0,1.145,Mid-term,10.333333333333334,1,4325475.0,4,1081368.75,1.8000000000000005
Kabupaten Bogor,Laki-laki,Married,1,SLTA,1.0,9.22,Finance & Accounting,Staff,2380889.0,0.0,High,Excellent,29,589,7142667.0,14285334.0,45236891.0,1190444.5,1.1525,Mid-term,9.5,1,2380889.0,1,2380889.0,3.0
Kabupaten Bekasi,Perempuan,Married,2,SLTA,0.0,9.17,Marketing,Senior,10472621.24847088,0.0,Very High,Excellent,55,795,31417863.74541264,62835727.49082528,272288152.46024287,3490873.749490293,1.14625,Mid-term,26.0,3,3490873.749490293,1,10472621.24847088,3.6
Kota Jakarta Barat,Perempuan,Married,1,D1,0.0,9.47,Engineering & IT,Staff,3762669.0,0.0,Medium,Low,29,435,11288007.0,22576014.0,52677366.0,1881334.5,1.18375,Mid-term,0.0,1,3762669.0,2,1881334.5,1.6
Kota Depok,Perempuan,Single,0,SLTA,2.0,9.36,Finance & Accounting,Staff,2778479.0,0.0,Medium,Good,30,679,8335437.0,16670874.0,61126538.0,2778479.0,1.17,Mid-term,7.333333333333333,1,2778479.0,1,2778479.0,2.0
Kabupaten Bekasi,Laki-laki,Married,3,SLTA,6.0,9.69,Creative & Design,Staff,2474185.0,0.0,Medium,Good,33,429,7422555.0,14845110.0,34638590.0,618546.25,1.21125,Mid-term,2.0,1,2474185.0,1,2474185.0,2.0
Kota Jakarta Utara,Laki-laki,Married,2,SLTA,11.0,9.37,Operations,Staff,1929534.0,0.0,Low,Excellent,40,930,5788602.0,11577204.0,59815554.0,643178.0,1.17125,Mid-term,2.583333333333333,1,1929534.0,1,1929534.0,1.8000000000000005
Kota Bekasi,Perempuan,Married,2,SLTA,5.0,9.29,HR,Senior,14040304.553319046,0.0,High,Outstanding,49,542,42120913.65995714,84241827.31991428,252725481.95974284,4680101.517773015,1.16125,Mid-term,3.0,3,4680101.517773015,1,14040304.553319046,3.4
Kota Jakarta Utara,Laki-laki,Married,1,SLTA,9.0,9.28,Corporate Strategy & Communications,Manager,12131170.05629388,0.0,Very High,Excellent,41,863,36393510.16888164,72787020.33776328,339672761.5762287,6065585.02814694,1.16,Mid-term,2.8,4,3032792.51407347,1,12131170.05629388,3.6
Kota Jakarta Timur,Laki-laki,Married,3,D1,7.0,9.26,Service & Support,Staff,3670497.0,0.0,High,Good,38,987,11011491.0,22022982.0,117455904.0,917624.25,1.1575,Mid-term,4.0,1,3670497.0,2,1835248.5,2.6
Kota Jakarta Barat,Perempuan,Married,1,SLTA,13.0,9.22,Marketing,Staff,1612759.0,0.0,Low,Excellent,32,420,4838277.0,9676554.0,22578626.0,806379.5,1.1525,Mid-term,1.0,1,1612759.0,1,1612759.0,1.8000000000000005
Tangerang,Laki-laki,Divorce,0,D1,1.0,9.69,Operations,Manager,7601410.990039781,0.0,Very High,Excellent,42,628,22804232.970119342,45608465.940238684,152028219.8007956,7601410.990039781,1.21125,Mid-term,10.0,4,1900352.7475099447,2,3800705.4950198894,3.6
Kota Jakarta Selatan,Perempuan,Married,1,SLTA,0.0,9.53,Finance & Accounting,Staff,1127934.0,0.0,Low,Excellent,32,763,3383802.0,6767604.0,28198350.0,563967.0,1.19125,Mid-term,25.0,1,1127934.0,1,1127934.0,1.8000000000000005
Kota Bekasi,Laki-laki,Married,1,SLTA,5.0,9.12,HR,Senior,14211056.37814648,0.0,High,Outstanding,54,471,42633169.13443944,85266338.26887888,213165845.6721972,7105528.18907324,1.14,Mid-term,2.5,3,4737018.792715494,1,14211056.37814648,3.4
Kabupaten Bogor,Laki-laki,Single,0,D1,5.0,9.53,HR,Staff,3929000.0,0.0,Low,Excellent,29,833,11787000.0,23574000.0,106083000.0,3929000.0,1.19125,Mid-term,4.5,1,3929000.0,2,1964500.0,1.8000000000000005
Kota Jakarta Utara,Laki-laki,Single,0,D3,0.0,9.67,Marketing,Staff,4737660.0,0.0,Medium,Good,27,587,14212980.0,28425960.0,90015540.0,4737660.0,1.20875,Mid-term,19.0,1,4737660.0,4,1184415.0,2.0
Kabupaten Bekasi,Perempuan,Married,1,SLTA,10.0,9.61,Marketing,Staff,2515836.0,0.0,Medium,Good,27,491,7547508.0,15095016.0,40253376.0,1257918.0,1.20125,Mid-term,1.4545454545454546,1,2515836.0,1,2515836.0,2.0
Kota Jakarta Selatan,Laki-laki,Married,2,D1,7.0,9.62,Finance & Accounting,Senior,9666877.175754547,0.0,High,Excellent,42,700,29000631.52726364,58001263.05452728,222338175.04235452,3222292.3919181824,1.2025,Mid-term,2.875,3,3222292.3919181824,2,4833438.587877274,3.0
Kabupaten Bekasi,Laki-laki,Married,0,SLTA,11.0,9.85,Corporate Strategy & Communications,Staff,1571555.0,0.0,High,Excellent,33,792,4714665.0,9429330.0,40860430.0,1571555.0,1.23125,Mid-term,2.1666666666666665,1,1571555.0,1,1571555.0,3.0
Kota Jakarta Selatan,Laki-laki,Single,0,SLTA,4.0,9.21,Finance & Accounting,Staff,1668147.0,0.0,High,Low,34,472,5004441.0,10008882.0,25022205.0,1668147.0,1.15125,Mid-term,3.0,1,1668147.0,1,1668147.0,2.2
Tangerang,Laki-laki,Married,2,SLTA,8.0,9.04,Creative & Design,Manager,11658412.373779964,0.0,High,Excellent,41,800,34975237.12133989,69950474.24267977,303118721.71827906,3886137.457926655,1.13,Mid-term,2.888888888888889,4,2914603.093444991,1,11658412.373779964,3.0
Tangerang,Perempuan,Single,0,SLTA,13.0,9.79,Operations,Staff,1735778.0,0.0,Low,Excellent,29,779,5207334.0,10414668.0,43394450.0,1735778.0,1.22375,Mid-term,1.7857142857142858,1,1735778.0,1,1735778.0,1.8000000000000005
Kabupaten Bekasi,Laki-laki,Married,1,D3,1.0,9.03,Operations,Staff,3888449.0,0.0,High,Low,36,453,11665347.0,23330694.0,58326735.0,1944224.5,1.12875,Mid-term,7.5,1,3888449.0,4,972112.25,2.2
Kota Jakarta Barat,Laki-laki,Married,0,SLTA,5.0,9.15,Engineering & IT,Staff,2602390.0,0.0,Low,Good,32,835,7807170.0,15614340.0,70264530.0,2602390.0,1.14375,Mid-term,4.5,1,2602390.0,1,2602390.0,1.4
