domisili,jenis_kelamin,marriage_stat,dependant,education,absent_90D,avg_time_work,departemen,position,income,total_komp,job_satisfaction,performance_rating,age_years,active_work,income_3_months,income_6_months,total_income_work,absence_ratio,income_dependant_ratio,work_efficiency,active_work_category,work_stability_score,married_dependent_ratio,position_score,job_income_position_score,education_score,education_income_ratio,weighted_satisfaction_performance,resign_risk_indicator,adjusted_work_time
Kota Jakarta Timur,Laki-laki,Single,0,SLTA,1.0,9.62,Operations,Staff,1900910,0.0,Medium,Excellent,26.0,800,5702730,11405460,49423660,0.1124999999999999,1900910.0,1.2025,Mid-term,13.0,1,1,1900910.0,1,1900910.0,2.4000000000000004,Medium,9.615890645023494
Kota Jakarta Barat,Perempuan,Married,0,D3,4.0,9.34,Creative & Design,Staff,4261696,0.0,Low,Good,51.0,705,12785088,25570176,98019008,0.5106382978723405,4261696.0,1.1675,Mid-term,4.6,1,1,4261696.0,4,1065424.0,1.4,Medium,9.32196040560116
Kota Jakarta Timur,Perempuan,Single,0,SLTA,2.0,9.4,Operations,Staff,1876355,0.0,Medium,Excellent,29.0,431,5629065,11258130,26268970,0.4176334106728538,1876355.0,1.175,Mid-term,4.666666666666667,1,1,1876355.0,1,1876355.0,2.4000000000000004,Medium,9.385091197462332
Tangerang,Laki-laki,Married,2,D3,6.0,9.04,Creative & Design,Staff,3036234,0.0,High,Good,32.0,774,9108702,18217404,75905850,0.6976744186046512,1012078.0,1.13,Mid-term,3.571428571428572,3,1,3036234.0,4,759058.5,2.6,Medium,9.015904042647712
Kota Jakarta Utara,Laki-laki,Married,2,SLTA,6.0,9.04,HR,Staff,2044661,0.0,Medium,Excellent,45.0,397,6133983,12267966,26580593,1.3602015113350123,681553.6666666666,1.13,Mid-term,1.8571428571428568,3,1,2044661.0,1,2044661.0,2.4000000000000004,Medium,8.993680614859095
Kota Jakarta Selatan,Laki-laki,Married,0,SLTA,1.0,9.01,HR,Staff,1301785,0.0,High,Excellent,29.0,417,3905355,7810710,16923205,0.2158273381294964,1301785.0,1.12625,Mid-term,6.5,1,1,1301785.0,1,1301785.0,3.0,Medium,9.002305721605465
Tangerang,Laki-laki,Single,0,D1,3.0,9.39,HR,Staff,3385681,0.0,High,Excellent,25.0,446,10157043,20314086,47399534,0.6053811659192825,3385681.0,1.17375,Mid-term,3.5,1,1,3385681.0,2,1692840.5,3.0,Medium,9.367660586835845
Kota Bekasi,Laki-laki,Married,1,SLTA,5.0,9.12,HR,Staff,1208431,0.0,Medium,Excellent,54.0,471,3625293,7250586,18126465,0.9554140127388536,604215.5,1.14,Mid-term,2.5,2,1,1208431.0,1,1208431.0,2.4000000000000004,Medium,9.086247224278312
Kota Jakarta Timur,Perempuan,Married,4,D3,9.0,9.46,Corporate Strategy & Communications,Staff,3121811,0.0,Medium,Excellent,34.0,450,9365433,18730866,46827165,1.8,624362.2,1.1825,Mid-term,1.5,5,1,3121811.0,4,780452.75,2.4000000000000004,Medium,9.39698001480385
Kepulauan Seribu,Laki-laki,Married,0,D2,6.0,9.42,Finance & Accounting,Staff,3671264,0.0,Medium,Low,23.0,427,11013792,22027584,51397696,1.2646370023419204,3671264.0,1.1775,Mid-term,2.0,1,1,3671264.0,3,1223754.6666666667,1.6,Medium,9.375178429817606
Kabupaten Bogor,Laki-laki,Single,0,SLTA,11.0,9.88,Marketing,Staff,1860461,0.0,Medium,Excellent,29.0,397,5581383,11162766,24185993,2.4937027707808563,1860461.0,1.235,Mid-term,1.0833333333333333,1,1,1860461.0,1,1860461.0,2.4000000000000004,Medium,9.787190435525194
Kabupaten Bogor,Perempuan,Married,1,D3,6.0,9.88,Service & Support,Staff,3385792,0.0,Low,Excellent,39.0,486,10157376,20314752,54172672,1.111111111111111,1692896.0,1.235,Mid-term,2.2857142857142856,2,1,3385792.0,4,846448.0,1.8000000000000005,Medium,9.838861901457324
Kabupaten Bekasi,Perempuan,Married,1,SLTA,10.0,9.85,HR,Staff,1054415,0.0,High,Good,47.0,988,3163245,6326490,33741280,0.9109311740890688,527207.5,1.23125,Mid-term,2.909090909090909,2,1,1054415.0,1,1054415.0,2.6,Medium,9.815810482471363
Kota Jakarta Utara,Perempuan,Married,3,SLTA,0.0,9.32,HR,Staff,1257855,0.0,High,Low,37.0,760,3773565,7547130,31446375,0.0,314463.75,1.165,Mid-term,25.0,4,1,1257855.0,1,1257855.0,2.2,Medium,9.32
Kabupaten Bekasi,Laki-laki,Married,2,SLTA,0.0,9.48,Finance & Accounting,Staff,2762685,0.0,Low,Good,40.0,581,8288055,16576110,52491015,0.0,920895.0,1.185,Mid-term,19.0,3,1,2762685.0,1,2762685.0,1.4,Medium,9.48
Kota Depok,Laki-laki,Single,0,SLTA,2.0,9.79,Marketing,Staff,2504360,0.0,High,Low,24.0,414,7513080,15026160,32556680,0.4347826086956522,2504360.0,1.22375,Mid-term,4.333333333333333,1,1,2504360.0,1,2504360.0,2.2,Medium,9.77327924850555
Kota Jakarta Utara,Laki-laki,Married,2,SLTA,9.0,9.05,HR,Staff,2639742,0.0,High,Excellent,44.0,402,7919226,15838452,34316646,2.014925373134328,879914.0,1.13125,Mid-term,1.3,3,1,2639742.0,1,2639742.0,3.0,Medium,8.980444064901794
Tangerang,Perempuan,Married,2,SLTA,0.0,9.69,HR,Staff,1357779,0.0,Low,Good,47.0,440,4073337,8146674,19008906,0.0,452593.0,1.21125,Mid-term,14.0,3,1,1357779.0,1,1357779.0,1.4,Medium,9.69
Kabupaten Bogor,Laki-laki,Married,0,SLTA,10.0,9.63,Service & Support,Staff,2162817,0.0,High,Low,27.0,416,6488451,12976902,28116621,2.1634615384615388,2162817.0,1.20375,Mid-term,1.181818181818182,1,1,2162817.0,1,2162817.0,2.2,Medium,9.547762596071736
Kota Bogor,Perempuan,Married,2,D2,3.0,9.26,HR,Staff,4555879,0.0,Medium,Low,54.0,470,13667637,27335274,68338185,0.5744680851063829,1518626.3333333333,1.1575,Mid-term,3.75,3,1,4555879.0,3,1518626.3333333333,1.6,Medium,9.239437453737972
Tangerang,Perempuan,Married,0,SLTA,13.0,9.34,Engineering & IT,Staff,1160013,0.0,High,Excellent,23.0,764,3480039,6960078,29000325,1.531413612565445,1160013.0,1.1675,Mid-term,1.7857142857142858,1,1,1160013.0,1,1160013.0,3.0,Medium,9.286059529098178
Kabupaten Bekasi,Laki-laki,Married,2,SLTA,0.0,9.67,Finance & Accounting,Staff,1168929,0.0,Low,Good,51.0,443,3506787,7013574,16365006,0.0,389643.0,1.20875,Mid-term,14.0,3,1,1168929.0,1,1168929.0,1.4,Medium,9.67
Kota Jakarta Barat,Perempuan,Divorce,0,D1,6.0,9.76,Marketing,Staff,4458881,0.0,High,Good,51.0,824,13376643,26753286,120389787,0.6553398058252428,4458881.0,1.22,Mid-term,3.857142857142857,1,1,4458881.0,2,2229440.5,2.6,Medium,9.735911147675854
Kota Jakarta Pusat,Laki-laki,Married,0,SLTA,7.0,9.25,Operations,Staff,1959915,0.0,Medium,Good,26.0,465,5879745,11759490,29398725,1.3548387096774193,1959915.0,1.15625,Mid-term,1.875,1,1,1959915.0,1,1959915.0,2.0,Medium,9.202072538860104
Kabupaten Bekasi,Laki-laki,Married,3,SLTA,0.0,9.76,Marketing,Staff,1075933,0.0,Medium,Low,43.0,778,3227799,6455598,26898325,0.0,268983.25,1.22,Mid-term,25.0,4,1,1075933.0,1,1075933.0,1.6,Medium,9.76
Kabupaten Bekasi,Laki-laki,Married,1,D2,6.0,9.64,Marketing,Staff,3578140,0.0,High,Low,33.0,719,10734420,21468840,82297220,0.7510431154381085,1789070.0,1.205,Mid-term,3.2857142857142856,2,1,3578140.0,3,1192713.3333333333,2.2,Medium,9.612071463061325
Kota Jakarta Timur,Perempuan,Single,0,D2,2.0,9.6,Finance & Accounting,Staff,4640910,0.0,Medium,Excellent,32.0,867,13922730,27845460,129945480,0.2076124567474048,4640910.0,1.2,Mid-term,9.333333333333334,1,1,4640910.0,3,1546970.0,2.4000000000000004,Medium,9.592383974613249
Kota Bekasi,Perempuan,Married,2,D1,2.0,9.6,Operations,Staff,4900681,0.0,High,Good,42.0,514,14702043,29404086,83311577,0.3501945525291828,1633560.3333333333,1.2,Mid-term,5.666666666666667,3,1,4900681.0,2,2450340.5,2.6,Medium,9.58745917700849
Kepulauan Seribu,Laki-laki,Married,1,D3,12.0,9.56,Operations,Staff,3940642,0.0,Low,Excellent,46.0,492,11821926,23643852,63050272,2.1951219512195124,1970321.0,1.195,Mid-term,1.2307692307692308,2,1,3940642.0,4,985160.5,1.8000000000000005,Medium,9.480388619014574
Kota Jakarta Selatan,Laki-laki,Married,2,D1,2.0,9.8,Service & Support,Staff,4765017,0.0,Medium,Excellent,43.0,1036,14295051,28590102,162010578,0.1737451737451737,1588339.0,1.225,Mid-term,11.333333333333334,3,1,4765017.0,2,2382508.5,2.4000000000000004,Medium,9.793596863770013
Kabupaten Bekasi,Perempuan,Married,1,SLTA,10.0,9.61,Marketing,Staff,2515836,0.0,Medium,Good,27.0,491,7547508,15095016,40253376,1.8329938900203664,1257918.0,1.20125,Mid-term,1.4545454545454546,2,1,2515836.0,1,2515836.0,2.0,Medium,9.543310201249133
Kota Jakarta Timur,Laki-laki,Married,2,D3,4.0,9.46,Marketing,Staff,4259955,0.0,Medium,Excellent,39.0,693,12779865,25559730,97978965,0.5194805194805194,1419985.0,1.1825,Mid-term,4.6,3,1,4259955.0,4,1064988.75,2.4000000000000004,Medium,9.441728633510383
Kota Depok,Laki-laki,Married,2,D3,2.0,9.25,Corporate Strategy & Communications,Staff,3180279,0.0,Low,Good,51.0,403,9540837,19081674,41343627,0.4466501240694789,1060093.0,1.15625,Mid-term,4.333333333333333,3,1,3180279.0,4,795069.75,1.4,Medium,9.234201537147737
Kota Depok,Perempuan,Single,0,SLTA,8.0,9.14,Corporate Strategy & Communications,Staff,1325038,0.0,Medium,Low,26.0,431,3975114,7950228,18550532,1.6705336426914157,1325038.0,1.1425,Mid-term,1.5555555555555556,1,1,1325038.0,1,1325038.0,1.6,Medium,9.08201427438541
Kabupaten Bekasi,Laki-laki,Married,0,D1,1.0,9.65,Engineering & IT,Staff,3761215,0.0,High,Good,50.0,522,11283645,22567290,63940655,0.1724137931034483,3761215.0,1.20625,Mid-term,8.5,1,1,3761215.0,2,1880607.5,2.6,Medium,9.64369693011104
Kabupaten Bogor,Laki-laki,Married,2,D1,10.0,9.56,Service & Support,Staff,3261493,0.0,High,Good,31.0,440,9784479,19568958,45660902,2.0454545454545454,1087164.3333333333,1.195,Mid-term,1.2727272727272727,3,1,3261493.0,2,1630746.5,2.6,Medium,9.484187153053131
Kabupaten Bekasi,Laki-laki,Married,0,D1,3.0,9.77,Finance & Accounting,Staff,3796063,0.0,Low,Good,28.0,968,11388189,22776378,121474016,0.2789256198347107,3796063.0,1.22125,Mid-term,8.0,1,1,3796063.0,2,1898031.5,1.4,Medium,9.7598264491496
Kabupaten Bekasi,Laki-laki,Single,0,D1,0.0,9.12,Engineering & IT,Staff,4408885,0.0,Low,Good,30.0,513,13226655,26453310,74951045,0.0,4408885.0,1.14,Mid-term,17.0,1,1,4408885.0,2,2204442.5,1.4,Medium,9.12
Tangerang,Laki-laki,Married,2,D1,5.0,9.48,Service & Support,Staff,4753952,0.0,High,Excellent,27.0,421,14261856,28523712,66555328,1.0688836104513064,1584650.6666666667,1.185,Mid-term,2.333333333333333,3,1,4753952.0,2,2376976.0,3.0,Medium,9.442410785091198
Kabupaten Bogor,Laki-laki,Married,3,SLTA,1.0,9.43,Engineering & IT,Staff,1679726,0.0,High,Excellent,49.0,407,5039178,10078356,21836438,0.2211302211302211,419931.5,1.17875,Mid-term,6.5,4,1,1679726.0,1,1679726.0,3.0,Medium,9.42194705380017
Tangerang,Perempuan,Married,2,D3,1.0,9.86,Corporate Strategy & Communications,Staff,4756720,0.0,High,Low,24.0,422,14270160,28540320,66594080,0.2132701421800947,1585573.3333333333,1.2325,Mid-term,7.0,3,1,4756720.0,4,1189180.0,2.2,Medium,9.85218080888184
Kota Jakarta Barat,Perempuan,Married,2,SLTA,10.0,9.64,Operations,Staff,1626444,0.0,High,Excellent,34.0,415,4879332,9758664,21143772,2.168674698795181,542148.0,1.205,Mid-term,1.181818181818182,3,1,1626444.0,1,1626444.0,3.0,Medium,9.557677198975234
Kabupaten Bekasi,Perempuan,Married,2,D2,5.0,9.18,HR,Staff,4367754,0.0,Low,Low,43.0,949,13103262,26206524,135400374,0.4741833508956796,1455918.0,1.1475,Mid-term,5.166666666666667,3,1,4367754.0,3,1455918.0,1.0,Medium,9.16355428161949
Kota Jakarta Utara,Laki-laki,Married,2,SLTA,6.0,9.76,Operations,Staff,2932808,0.0,Medium,Good,38.0,438,8798424,17596848,41059312,1.2328767123287672,977602.6666666666,1.22,Mid-term,2.0,3,1,2932808.0,1,2932808.0,2.0,Medium,9.713560666137983
Kota Jakarta Timur,Laki-laki,Married,3,SLTA,9.0,9.04,Engineering & IT,Staff,1222790,0.0,Medium,Good,49.0,577,3668370,7336740,23233010,1.4038128249566724,305697.5,1.13,Mid-term,1.9,4,1,1222790.0,1,1222790.0,2.0,Medium,8.992448860315605
Kabupaten Bekasi,Laki-laki,Married,0,SLTA,7.0,9.22,HR,Staff,2428044,0.0,Medium,Good,40.0,522,7284132,14568264,41276748,1.206896551724138,2428044.0,1.1525,Mid-term,2.125,1,1,2428044.0,1,2428044.0,2.0,Medium,9.177844546048336
Kabupaten Bogor,Laki-laki,Married,4,D1,10.0,9.82,HR,Staff,3063557,0.0,High,Excellent,38.0,814,9190671,18381342,82716039,1.1056511056511056,612711.4,1.2275,Mid-term,2.4545454545454546,5,1,3063557.0,2,1531778.5,3.0,Medium,9.779605100781572
Tangerang,Laki-laki,Married,2,SLTA,4.0,9.72,HR,Staff,2237189,0.0,Medium,Good,38.0,451,6711567,13423134,33557835,0.7982261640798226,745729.6666666666,1.215,Mid-term,3.0,3,1,2237189.0,1,2237189.0,2.0,Medium,9.691221317542562
Kota Jakarta Timur,Perempuan,Married,2,SLTA,2.0,9.28,Service & Support,Staff,1055055,0.0,Low,Good,43.0,384,3165165,6330330,12660660,0.46875,351685.0,1.16,Mid-term,4.0,3,1,1055055.0,1,1055055.0,1.4,Medium,9.262830712303424
Kabupaten Bogor,Perempuan,Married,2,D1,1.0,9.61,Corporate Strategy & Communications,Staff,3994332,0.0,Medium,Low,36.0,413,11982996,23965992,51926316,0.2179176755447942,1331444.0,1.20125,Mid-term,6.5,3,1,3994332.0,2,1997166.0,1.6,Medium,9.601793339026472
Kabupaten Bogor,Perempuan,Single,0,SLTA,7.0,9.61,Corporate Strategy & Communications,Staff,2798177,0.0,Medium,Low,25.0,797,8394531,16789062,72752602,0.7904642409033876,2798177.0,1.20125,Mid-term,3.25,1,1,2798177.0,1,2798177.0,1.6,Medium,9.581264416915849
Kota Jakarta Timur,Perempuan,Married,2,SLTA,12.0,9.78,Creative & Design,Staff,2143634,0.0,High,Good,56.0,471,6430902,12861804,32154510,2.2929936305732483,714544.6666666666,1.2225,Mid-term,1.1538461538461535,3,1,2143634.0,1,2143634.0,2.6,Medium,9.693131014063656
Kota Jakarta Timur,Perempuan,Married,0,D2,5.0,9.85,Corporate Strategy & Communications,Staff,4497743,0.0,Medium,Excellent,29.0,497,13493229,26986458,71963888,0.9054325955734408,4497743.0,1.23125,Mid-term,2.6666666666666665,1,1,4497743.0,3,1499247.6666666667,2.4000000000000004,Medium,9.815822345593338
Kota Jakarta Barat,Laki-laki,Married,1,SLTA,0.0,9.38,Finance & Accounting,Staff,1181637,0.0,Medium,Low,29.0,400,3544911,7089822,15361281,0.0,590818.5,1.1725,Mid-term,13.0,2,1,1181637.0,1,1181637.0,1.6,Medium,9.38
Kota Jakarta Utara,Perempuan,Married,0,D2,3.0,9.23,HR,Staff,4606024,0.0,Medium,Good,26.0,436,13818072,27636144,64484336,0.6192660550458716,4606024.0,1.15375,Mid-term,3.5,1,1,4606024.0,3,1535341.3333333333,2.0,Medium,9.208041237113402
Kabupaten Bekasi,Laki-laki,Married,2,SLTA,11.0,9.76,HR,Staff,1592248,0.0,Low,Low,44.0,408,4776744,9553488,20699224,2.4264705882352944,530749.3333333334,1.22,Mid-term,1.0833333333333333,3,1,1592248.0,1,1592248.0,1.0,Medium,9.668317677198974
Kabupaten Bekasi,Perempuan,Married,3,D1,3.0,9.6,Service & Support,Staff,3975285,0.0,Medium,Low,43.0,495,11925855,23851710,63604560,0.5454545454545454,993821.25,1.2,Mid-term,4.0,4,1,3975285.0,2,1987642.5,1.6,Medium,9.58001387925052
Kota Jakarta Timur,Perempuan,Married,1,D3,8.0,9.62,Operations,Staff,4255915,0.0,Medium,Good,37.0,605,12767745,25535490,85118300,1.1900826446280992,2127957.5,1.2025,Mid-term,2.2222222222222223,2,1,4255915.0,4,1063978.75,2.0,Medium,9.577268184342032
Kota Jakarta Timur,Perempuan,Single,0,SLTA,11.0,9.67,Engineering & IT,Staff,1752338,0.0,Low,Good,39.0,397,5257014,10514028,22780394,2.4937027707808563,1752338.0,1.20875,Mid-term,1.0833333333333333,1,1,1752338.0,1,1752338.0,1.4,Medium,9.579163108454312
Kota Jakarta Pusat,Perempuan,Married,5,SLTA,5.0,9.7,Marketing,Staff,1450835,0.0,High,Low,54.0,407,4352505,8705010,18860855,1.1056511056511056,241805.8333333333,1.2125,Mid-term,2.1666666666666665,6,1,1450835.0,1,1450835.0,2.2,Medium,9.658582408198122
Kota Bogor,Perempuan,Married,2,SLTA,11.0,9.01,Corporate Strategy & Communications,Staff,2088779,0.0,Low,Excellent,48.0,791,6266337,12532674,54308254,1.251580278128951,696259.6666666666,1.12625,Mid-term,2.1666666666666665,3,1,2088779.0,1,2088779.0,1.8000000000000005,Medium,8.967663391712943
Kota Depok,Perempuan,Married,3,D1,6.0,9.4,Finance & Accounting,Staff,3598368,0.0,Medium,Low,48.0,772,10795104,21590208,89959200,0.6994818652849741,899592.0,1.175,Mid-term,3.571428571428572,4,1,3598368.0,2,1799184.0,1.6,Medium,9.374944469124834
Kepulauan Seribu,Perempuan,Married,1,SLTA,12.0,9.5,Operations,Staff,1740095,0.0,Medium,Low,31.0,788,5220285,10440570,45242470,1.3705583756345177,870047.5,1.1875,Mid-term,2.0,2,1,1740095.0,1,1740095.0,1.6,Medium,9.451302862024775
Kepulauan Seribu,Laki-laki,Divorce,0,SLTA,0.0,9.51,Creative & Design,Staff,2100493,0.0,High,Low,39.0,785,6301479,12602958,54612818,0.0,2100493.0,1.18875,Mid-term,26.0,1,1,2100493.0,1,2100493.0,2.2,Medium,9.51
Kabupaten Bogor,Laki-laki,Married,2,D2,4.0,9.11,Creative & Design,Staff,4195941,0.0,Medium,Excellent,45.0,425,12587823,25175646,58743174,0.8470588235294118,1398647.0,1.13875,Mid-term,2.8,3,1,4195941.0,3,1398647.0,2.4000000000000004,Medium,9.081102299762094
Tangerang,Laki-laki,Married,3,D1,5.0,9.51,Engineering & IT,Staff,4788851,0.0,Medium,Low,45.0,456,14366553,28733106,71832765,0.986842105263158,1197212.75,1.18875,Mid-term,2.5,4,1,4788851.0,2,2394425.5,1.6,Medium,9.47480384900074
Kota Depok,Laki-laki,Married,2,SLTA,8.0,9.45,Service & Support,Staff,2879971,0.0,High,Good,35.0,396,8639913,17279826,37439623,1.818181818181818,959990.3333333334,1.18125,Mid-term,1.4444444444444444,3,1,2879971.0,1,2879971.0,2.6,Medium,9.385439795046969
Tangerang,Laki-laki,Married,3,SLTA,11.0,9.02,Engineering & IT,Staff,1870494,0.0,Low,Low,43.0,762,5611482,11222964,46762350,1.2992125984251968,467623.5,1.1275,Mid-term,2.083333333333333,4,1,1870494.0,1,1870494.0,1.0,Medium,8.975921812527766
Kota Jakarta Timur,Laki-laki,Single,0,D2,4.0,9.74,Engineering & IT,Staff,3052704,0.0,High,Excellent,23.0,450,9158112,18316224,45790560,0.8,3052704.0,1.2175,Mid-term,3.0,1,1,3052704.0,3,1017568.0,3.0,Medium,9.711162102146558
Kota Jakarta Timur,Perempuan,Married,1,SLTA,6.0,9.25,Engineering & IT,Staff,1223037,0.0,Medium,Low,54.0,401,3669111,7338222,15899481,1.346633416458853,611518.5,1.15625,Mid-term,1.8571428571428568,2,1,1223037.0,1,1223037.0,1.6,Medium,9.202604611443212
Kabupaten Bekasi,Laki-laki,Single,0,SLTA,10.0,9.47,Engineering & IT,Staff,1796372,0.0,Low,Excellent,41.0,596,5389116,10778232,34131068,1.51006711409396,1796372.0,1.18375,Mid-term,1.7272727272727273,1,1,1796372.0,1,1796372.0,1.8000000000000005,Medium,9.414652250146114
Kabupaten Bekasi,Laki-laki,Married,2,SLTA,2.0,9.11,Corporate Strategy & Communications,Staff,1300727,0.0,Medium,Low,34.0,492,3902181,7804362,20811632,0.3658536585365853,433575.6666666667,1.13875,Mid-term,5.333333333333333,3,1,1300727.0,1,1300727.0,1.6,Medium,9.09735600277585
Kabupaten Bogor,Perempuan,Married,0,D1,1.0,9.02,Creative & Design,Staff,3680214,0.0,Low,Low,51.0,525,11040642,22081284,62563638,0.1714285714285714,3680214.0,1.1275,Mid-term,8.5,1,1,3680214.0,2,1840107.0,1.0,Medium,9.014108425865448
Kabupaten Bekasi,Perempuan,Married,2,SLTA,3.0,9.36,Creative & Design,Staff,2568050,0.0,Medium,Good,32.0,437,7704150,15408300,35952700,0.6178489702517163,856016.6666666666,1.17,Mid-term,3.5,3,1,2568050.0,1,2568050.0,2.0,Medium,9.337731958762886
Tangerang,Laki-laki,Single,0,D1,4.0,9.29,Engineering & IT,Staff,4116361,0.0,Low,Good,27.0,439,12349083,24698166,57629054,0.8200455580865603,4116361.0,1.16125,Mid-term,2.8,1,1,4116361.0,2,2058180.5,1.4,Medium,9.260531324345756
Kota Jakarta Utara,Perempuan,Married,0,SLTA,1.0,9.34,Finance & Accounting,Staff,1237891,0.0,Low,Good,50.0,407,3713673,7427346,16092583,0.2211302211302211,1237891.0,1.1675,Mid-term,6.5,1,1,1237891.0,1,1237891.0,1.4,Medium,9.33202391118702
Kota Depok,Perempuan,Single,0,SLTA,7.0,9.57,Operations,Staff,1835471,0.0,High,Good,25.0,525,5506413,11012826,31203007,1.2,1835471.0,1.19625,Mid-term,2.125,1,1,1835471.0,1,1835471.0,2.6,Medium,9.526244284781187
Tangerang,Perempuan,Married,3,D3,5.0,9.21,Corporate Strategy & Communications,Staff,4829462,0.0,Medium,Excellent,46.0,900,14488386,28976772,144883860,0.5,1207365.5,1.15125,Mid-term,5.0,4,1,4829462.0,4,1207365.5,2.4000000000000004,Medium,9.192950758978157
Tangerang,Perempuan,Married,1,SLTA,12.0,9.41,Engineering & IT,Staff,1439155,0.0,Medium,Good,34.0,843,4317465,8634930,40296340,1.281138790035587,719577.5,1.17625,Mid-term,2.1538461538461537,2,1,1439155.0,1,1439155.0,2.0,Medium,9.365208250694169
Tangerang,Perempuan,Married,1,SLTA,4.0,9.86,Creative & Design,Staff,1213592,0.0,Medium,Good,34.0,755,3640776,7281552,30339800,0.4768211920529801,606796.0,1.2325,Mid-term,5.0,2,1,1213592.0,1,1213592.0,2.0,Medium,9.842478898267435
Kota Jakarta Barat,Laki-laki,Married,1,D3,4.0,9.22,Service & Support,Staff,3303990,0.0,Low,Excellent,24.0,433,9911970,19823940,46255860,0.8314087759815243,1651995.0,1.1525,Mid-term,2.8,2,1,3303990.0,4,825997.5,1.8000000000000005,Medium,9.190753370341
Kota Jakarta Barat,Laki-laki,Married,2,SLTA,0.0,9.21,Operations,Staff,1062282,0.0,Medium,Excellent,54.0,387,3186846,6373692,12747384,0.0,354094.0,1.15125,Mid-term,12.0,3,1,1062282.0,1,1062282.0,2.4000000000000004,Medium,9.21
Kabupaten Bekasi,Laki-laki,Married,3,SLTA,6.0,9.53,Corporate Strategy & Communications,Staff,2364137,0.0,High,Good,37.0,402,7092411,14184822,30733781,1.343283582089552,591034.25,1.19125,Mid-term,1.8571428571428568,4,1,2364137.0,1,2364137.0,2.6,Medium,9.481169940222031
Tangerang,Laki-laki,Married,1,D3,3.0,9.02,Creative & Design,Staff,4401731,0.0,Low,Low,46.0,1028,13205193,26410386,149658854,0.2626459143968871,2200865.5,1.1275,Mid-term,8.5,2,1,4401731.0,4,1100432.75,1.0,Medium,9.011159751715123
Kabupaten Bogor,Laki-laki,Married,1,D3,0.0,9.69,Creative & Design,Staff,3176252,0.0,Medium,Low,34.0,417,9528756,19057512,41291276,0.0,1588126.0,1.21125,Mid-term,13.0,2,1,3176252.0,4,794063.0,1.6,Medium,9.69
Kabupaten Bekasi,Laki-laki,Married,3,SLTA,10.0,9.66,Corporate Strategy & Communications,Staff,1573419,0.0,Medium,Excellent,32.0,858,4720257,9440514,44055732,1.048951048951049,393354.75,1.2075,Mid-term,2.5454545454545454,4,1,1573419.0,1,1573419.0,2.4000000000000004,Medium,9.621681872272909
Kabupaten Bekasi,Perempuan,Married,3,SLTA,2.0,9.14,HR,Staff,2532720,0.0,High,Good,45.0,856,7598160,15196320,70916160,0.2102803738317757,633180.0,1.1425,Mid-term,9.333333333333334,4,1,2532720.0,1,2532720.0,2.6,Medium,9.13274890916303
Tangerang,Perempuan,Married,2,SLTA,8.0,9.56,Operations,Staff,2533970,0.0,Medium,Good,32.0,760,7601910,15203820,63349250,0.9473684210526316,844656.6666666666,1.195,Mid-term,2.7777777777777777,3,1,2533970.0,1,2533970.0,2.0,Medium,9.526023989338071
Kota Jakarta Utara,Perempuan,Married,1,D3,8.0,9.29,Operations,Staff,3132510,0.0,Medium,Low,33.0,452,9397530,18795060,46987650,1.592920353982301,1566255.0,1.16125,Mid-term,1.6666666666666667,2,1,3132510.0,4,783127.5,1.6,Medium,9.234988897113247
Kepulauan Seribu,Laki-laki,Married,2,SLTA,0.0,9.76,Corporate Strategy & Communications,Staff,1453270,0.0,Medium,Good,55.0,788,4359810,8719620,37785020,0.0,484423.3333333333,1.22,Mid-term,26.0,3,1,1453270.0,1,1453270.0,2.0,Medium,9.76
